"","jour","St. Johns","Halifax","Sydney","Yarmouth","Charlottvl","Fredericton","Scheffervll","Arvida","Bagottville","Quebec","Sherbrooke","Montreal","Ottawa","Toronto","London","Thunder Bay","Winnipeg","The Pas","Churchill","Regina","Pr. Albert","Uranium City","Edmonton","Calgary","Kamloops","Vancouver","Victoria","Pr. George","Pr. Rupert","Whitehorse","Dawson","Yellowknife","Iqaluit","Inuvik","Resolute"
"mar31",91,3.2,5.6,5.9,3.7,3.7,3.2,2,1.8,1.8,2.6,2,2.4,2.3,2.3,3,1.2,1.1,1.3,0.7,0.3,0.7,0.5,0.3,0.4,0.2,2.9,1.8,0.3,7.2,0.2,0.2,0.3,1.4,0.5,0.2
"apr01",92,4,4.9,4.5,3.8,4,3.8,1.9,3.2,2.8,4.5,4.3,4.8,3.8,2.9,3.7,1.4,0.8,0.3,0.4,0.2,0.4,1.2,0.5,0.6,0.3,2.8,1.5,0.2,7.8,0.5,0.2,0.5,1.1,0.4,0.1
"apr02",93,2.4,5,5.2,4.1,3.3,4.8,1.2,1.4,1.6,2.8,3.6,4.2,4.2,3.7,4.1,1.6,0.9,0.4,0.4,0.2,0.3,0.5,0.2,0.4,0.5,1.6,1.3,0.7,4.4,0.2,0.4,0.5,0.8,0.3,0.1
"apr03",94,4.4,4,4,3.9,3.8,4.2,1.8,0.8,1.7,3.2,4.2,3.6,3.2,3.4,4,1.6,0.8,0.6,0.8,0.5,0.4,0.6,0.2,0.6,0.3,3.1,2.5,0.9,6.2,0.3,0.6,0.6,0.9,0.3,0.1
"apr04",95,2.5,5.5,4.4,4.3,3.8,4.5,2.7,2.7,2.8,2.8,2.9,4.4,4.4,2.7,3.4,0.9,0.3,0.2,0.4,0.1,0.2,0.6,0.5,0.6,0.5,4.2,2.7,0.8,8.5,0.2,0.4,0.4,1,0.5,0.1
"apr05",96,3.6,4.6,5.2,3.9,4,4,2.7,1.9,2.7,3.4,3.7,2.5,2.8,1.7,2.7,0.5,0.5,0.3,0.7,0.5,0.4,0.4,1.3,0.7,0.7,3.4,2.8,1.1,6.7,0,0.3,0.6,0.8,0.8,0.1
"apr06",97,2.9,4.6,2.9,4.6,2.4,3.9,2.8,0.3,1,1.7,2.3,1.8,1.4,2.7,3.1,1.7,0.6,0.8,0.4,0.6,0.8,0.8,2,0.5,0.9,2.8,1.8,1,5.1,0.6,0.2,0.2,1.1,0.4,0.1
"apr07",98,2.8,4.7,4.4,3.5,3.9,3.5,2,2.1,3.2,4.3,3.4,2.5,1.9,1.6,1.3,0.3,1.4,1.5,0.7,0.9,1.6,0.7,1.1,0.6,0,0.8,0.5,0.5,5.2,0.4,0.3,0.6,2.1,0.3,0.4
"apr08",99,4.4,6.1,3.2,6.1,3.9,3.7,2.5,1,1.5,2.3,1.9,0.9,1.6,2,1.2,1.4,0.4,1.2,0.3,0.5,0.5,0.7,0.6,0.5,0.1,3.3,2.2,1.3,6.3,0.4,0.1,0.3,1,0.2,0.2
"apr09",100,4.4,6.2,7.5,3,4.5,3.5,1.3,1.1,1.4,2.1,3.3,3,2.2,1.9,2.8,1.5,0.3,0.5,1.2,0.3,0.4,0.9,0.7,0.6,0.5,3.9,2.1,1.1,5.7,0.5,0.3,0.3,1.2,0.2,0.1
"apr10",101,3.3,6.1,6.8,4.8,4.4,3.8,2.7,1.1,2.2,4.2,3.5,2.7,3.4,1.8,1.4,0.6,0.9,0.3,0.6,0.5,1.1,0.8,0.8,0.8,0.1,2.7,1,1.2,4.9,0.3,1,0.5,0.4,0.3,0.2
"apr11",102,6.6,5,6,3.1,3.5,2.9,3.4,0.8,1.5,2,3.1,1.6,2.1,2.7,2,0.5,0.4,1.1,0.8,0.4,0.8,0.5,1,0.5,0.3,3.5,1.5,0.7,5.5,0.2,0.8,0.8,0.6,0.3,0.1
"apr12",103,5.3,2.2,3.8,1.4,2.7,1.2,1.2,0.9,0.6,1.1,1.5,1.8,0.8,1.6,1.8,2.1,1.7,0.5,0.8,0.6,1.1,0.4,0.6,0.4,0.6,3.9,1.2,1.4,7.5,0.4,0.2,0.3,0.6,0.4,0.3
"apr13",104,2.8,2.5,1.3,3,1.4,1.4,1.4,1.2,1.3,3.6,1.7,2.8,2.9,2.2,2.4,2.2,1.5,0.8,0.7,0.4,0.6,0.9,1.3,0.4,0.4,2.6,1.7,1.3,5.7,0.2,0.2,0.4,0.6,0.6,0.1
"apr14",105,4.4,1.9,4.7,2,1.7,1.7,0.7,1.1,1.8,3,2.2,2.1,1.8,4.3,4.1,2.2,1.4,0.4,0.5,0.6,0.5,0.3,0.3,0.6,0.3,2.4,1.7,0.6,6.4,0.2,0.2,0.3,1.3,0.4,0.1
"apr15",106,3.9,2.8,2.7,2.1,1.9,2.4,1.4,1.7,1.3,3,2,1.7,2,1.9,2.3,1.4,0.9,1.3,0.2,0.4,0.4,0.7,0.9,0.6,0.5,1.9,0.8,1.1,5,0.3,0.3,0.4,1.4,0.3,0
"apr16",107,3.3,5.5,4.1,6.1,4.7,3.9,1.2,2.1,1.5,3.1,2.9,2.8,3.2,3.3,4,1.6,1.4,1.2,0.5,1.2,0.8,0.9,0.8,0.6,0.6,2.1,1.6,0.6,6.5,0.2,0.3,0.1,0.5,0.3,0.1
"apr17",108,2.6,4.6,3.9,3,2.5,2.5,1.8,1.2,2.2,2.6,2.8,1.4,1.3,1.6,3.8,1.6,0.5,1.1,0.9,0.7,0.4,0.3,0.4,1,0.5,1.8,0.8,1.5,6.5,0.2,0.9,0.2,0.6,0.5,0.2
"apr18",109,2.4,1.7,2.3,1.5,1.9,1.2,1.4,2.5,1.7,1.8,2.2,1.2,1.6,1.9,2.3,0.6,2.4,0.4,0.8,0.4,0.4,0.6,0.9,1.6,0.3,1.6,1,0.4,10.3,0.1,0.3,0,1.2,0.8,0.2
"apr19",110,3.8,3,4.3,2.6,2.7,1.5,2.1,0.5,0.3,0.7,1.8,2.2,1.1,2.6,3.4,1.5,2.2,1.5,0.6,1.3,1,0.9,0.8,1,0.3,2.5,2.4,1,9.2,0.3,0.3,0.4,0.6,0.5,0.1
"apr20",111,4.8,3.1,3.8,2.2,1.8,1.7,1.1,1.2,1.7,2.2,1.3,1.8,3.6,3.5,3.4,3,3.3,1.9,0.5,0.7,1.2,0.4,0.8,0.6,0.2,2.7,0.8,1.1,5,0.1,0.6,0.5,1.5,0.4,0.4
"apr21",112,3,3.4,2.5,3.5,2.6,2.6,2.3,3,3,3.2,2.6,3.5,2.2,2.1,2,3.2,1.5,1.6,1.3,0.6,0.2,0.6,0.6,0.4,0.3,1.9,0.8,1.4,6,0.2,0.3,0.2,0.7,0.5,0.2
"apr22",113,2.7,4.2,3.5,3.2,3.2,3.3,1.1,1.9,3.9,3.3,3.3,3.8,4.1,1.8,2.5,1.9,0.5,0.7,1.2,0.5,0.6,1.5,0.6,0.9,0.3,2.7,1.3,0.4,5.6,0,0.3,0.4,0.3,0.7,0.3
"apr23",114,3,4.9,3.5,3.4,4,3.5,0.7,2.3,3.6,2.9,2.3,2.3,2.3,2.2,2.9,1.5,0.3,1.3,0.4,0.6,0.7,0.8,1.5,0.7,1,2.5,1.2,1.7,3.1,0.2,0.1,0.2,0.5,0.3,0.5
"apr24",115,4.2,3.2,1.8,5.9,1.6,2.4,0.9,1.4,1.2,4.2,4.1,3.1,2.9,1.9,2.9,2.1,0.8,0.3,0.4,0.9,1.1,0.5,0.5,1.2,0.5,3.3,1.4,2.1,4.4,0.1,0.3,0.2,0.8,0.3,0.2
"apr25",116,3.4,4.3,4.4,3.3,2.7,2.9,1.2,1,1.1,1.6,1.9,1.5,2.1,2.5,3,0.6,1.1,1.4,0.2,0.7,1.2,0.2,0.5,1.2,1.6,2.2,0.7,0.7,2.8,0.2,0.1,0.3,0.7,0.6,0.4
"apr26",117,3.5,2.2,3,2.1,1.7,1,1,0.6,1.1,1.4,2.1,2.3,1.1,1.4,1,1,1,0.6,0.9,1.1,1.4,0.1,0.3,1.8,0.4,2.5,1,0.6,9.7,0.2,0.3,0.2,0.6,0.4,0.1
"apr27",118,1.6,1.6,2.6,2.7,2.1,1.8,1.3,1.1,0.5,1.6,1.5,1.7,2.1,1.7,2.2,3.5,2.4,0.4,0.9,1.5,1.4,0.8,0.9,1.3,0.4,2.6,1.9,0.8,6.3,0.5,0.1,0.4,0.5,0.4,0.5
"apr28",119,4.3,4.1,3.3,3.7,2.9,2,0.4,1.5,1.5,2.3,1.1,2.6,2.8,2.3,3,2,2.4,2.1,1.6,2.3,1.8,0.9,1.2,1,0.7,2.9,1.8,1.4,3.9,0.3,0.6,0.1,0.9,0.9,0.3
"apr29",120,3.8,6.4,8.1,3.4,4.9,2.7,1.9,0.7,1,1.3,2.2,3.8,2,1.3,1.6,4,0.7,1.2,1,0.8,0.9,0.4,0.8,0.9,0.9,2.3,1.5,0.9,3.6,0.2,0.3,0.3,1.6,0.6,0.5
"apr30",121,4.4,2,4.6,1,1.3,1.3,2,1.8,1.7,1.9,1.8,1.7,2.1,2.2,2.5,1.2,2.9,0.9,0.6,0.5,0.5,0.2,0.4,1.1,1,2.5,1.3,1.3,4,0.4,0.3,0,0.7,0.2,0.2
"may01",122,3.2,1.5,3.6,2.7,1.9,1.9,2.4,1.4,2.5,3.4,2.1,2.2,1.8,1.4,1.9,2.2,1.1,1.4,0.4,0.8,0.9,1.5,0.3,0.7,0.6,2.8,1.4,1.8,6,0.2,0.3,0.2,0.5,0.1,0.2
"may02",123,2,5.4,3,3.4,2.7,3.2,2,2.4,2.5,3.2,2.7,2.5,2.7,3.3,2.2,1.7,0.1,0.7,0.4,0.4,0.2,0.3,1,1.5,1,3.8,1.4,1.4,5.5,0.2,0.7,1,1.4,1,0.1
"may03",124,5.2,5.7,4.8,3,4.1,3,1.6,3.6,3.9,5,3.5,2.6,1.9,0.8,1,0.4,1.5,0.4,0.1,1,0.9,0.7,1.2,1.2,0.5,2.3,1.1,1.8,6.2,0.2,0.8,0.1,1.3,0.6,0.2
"may04",125,3.2,4,3.4,4,2.8,3,1.4,1.6,1.7,1.7,2.6,1.2,1.5,2,2.1,2.1,2.4,1.3,0.4,1.2,0.6,1.1,1.9,1.7,0.6,1.2,0.8,1.1,2.9,0.3,1.2,0.5,0.7,0.7,0.4
"may05",126,4.2,4.6,3.6,3.4,3.2,1.6,0.7,1.1,1,1.7,1.7,1.7,1.8,1.6,1.9,3.4,2.5,0.2,1.5,1.2,1.6,0.4,1.2,2.1,0.6,2.6,1.1,1.5,5.4,0.2,0.3,0.2,1.7,0.7,0.5
"may06",127,4.7,2.1,3.8,2,2.2,2.9,1,1.3,1.7,3.8,3,3.8,1.6,3.1,3.5,2.4,1.6,1.1,0.4,1.5,0.6,0.2,1.3,3.1,0.4,1.9,1.5,1.8,5.2,0.2,0.7,0.2,0.8,0.3,0.2
"may07",128,3.8,2.6,1.7,1.7,3.7,2.4,1.3,1.4,2.9,3.3,3,2.4,1.9,1.7,1.5,1.8,1.6,1.9,1.3,2.8,0.9,0.7,1.1,2.2,0.2,1.6,0.6,0.9,5.4,0.3,0.6,0.5,1.2,0.4,0.4
"may08",129,2.6,4.9,3.1,5.9,3.7,3.4,0.9,3.9,2.8,3.5,2.2,1.2,3.3,2.9,3.5,2,1.8,0.4,0.9,1,0.8,1,0.4,0.7,0.3,2.6,0.9,1.6,3.4,0.2,0.7,1.5,1,0.6,0.9
"may09",130,2.8,4.3,4.5,4.5,4.1,2.8,3,4.6,3.5,5.8,4.2,3,2.6,1.8,2.5,2.1,0.6,0.6,0.7,3,1.7,0.4,1,0.6,0.8,1.1,0.6,1.1,3.9,0.2,0.5,1.2,1.9,0.3,0.3
"may10",131,5.4,3,2.7,1.4,1.9,1.6,1.5,2.1,2.8,2.2,2.5,1.8,2.5,1.8,1.9,2.6,2,1,0.8,1.2,1.5,0.6,1.1,1.6,0.4,1.3,1.2,1.2,4.8,0.4,1,0.3,0.7,0.6,0.4
"may11",132,2.7,2.2,1.7,2.7,1.4,2.4,0.9,2.4,3.2,3.6,2.8,3,2.9,2.3,2.6,2.8,1.5,0.8,0.8,1.3,0.9,0.4,1.3,1.5,0.3,1.9,1.6,0.7,7.7,0.2,0.8,0.5,1,0.7,0.4
"may12",133,2.4,3.5,2.9,3.8,2.4,3.9,1.1,3,4,4.1,2.9,1.8,2.6,3,2.5,0.9,1.2,0.4,1.5,2.9,1,0.3,0.5,1.4,0.5,1.2,0.8,1.1,5.3,0.4,0.2,0.5,1.2,0.9,0.2
"may13",134,2.6,4.3,4,6,4.8,5,2.1,1.1,1.2,1.8,1.9,0.9,1,1.9,2.8,1.7,1.4,1,1.3,1.1,0.9,0.8,2.3,1.9,0.4,2.9,1.6,2.7,4.1,0.5,0.8,0.6,0.5,0.7,0.4
"may14",135,3.3,6.8,5.5,3.8,5,2.1,0.6,1.2,0.9,1.6,1.1,0.7,1.2,1.6,2,2,2.3,0.9,1.2,0.3,1.4,0.5,1.3,1.1,0.6,1.7,1.2,1.1,3.8,0.3,0.7,0.2,0.8,0.3,0.3
"may15",136,3.8,1.4,3.4,2.6,1.2,1.9,0.9,2,1.4,1.8,1.9,3.1,2.4,3.2,3.5,2.5,1.7,0.5,1.2,1.5,1,0.7,1.7,2.3,0.5,1.7,1.5,2,3.9,0.1,0.8,0.4,1.2,0.1,0.3
"may16",137,1.6,3.2,2.4,3,1.5,1.8,1.9,2.2,2.4,2.9,2.6,3.4,3.8,4.4,4,3.1,1.1,0.9,0.5,0.8,1.8,0.1,2.3,2,1,1.2,0.4,1.9,5,0.3,0.6,0.3,1.7,0.2,0.2
"may17",138,2.7,5.4,3.5,4.8,4.7,5.9,1.8,0.9,1.7,4.5,5.4,3.7,3.2,1.8,3.1,1.4,1.8,2.7,2.8,1.9,3.1,0.7,0.7,0.5,0.7,1.5,1,1.9,4.2,0.7,1.3,0.3,0.9,0.1,0.1
"may18",139,3.7,3.3,2.8,2.2,2.6,2.6,1.3,2.8,1.8,6.1,3.8,3.3,3.8,3.7,3.8,0.7,2.2,1.3,2.1,0.7,0.4,0.4,1.6,1.8,0.7,1.5,0.6,1.8,3.6,0.1,0.5,0.7,0.9,0.2,0.3
"may19",140,2.5,3.6,2.8,3,2.4,2,0.9,3.6,3.6,5.3,3.2,2.8,3.8,2.3,2.5,2,3.4,1.7,0.4,1.9,2.2,0.2,2.6,1.2,0.5,2.2,1.2,1,4.8,0.2,0.1,0.1,1.2,0.9,0.3
"may20",141,3.9,2,2.3,2,2.5,2.9,0.9,7.5,5.2,4.6,4.1,2.1,2.8,2.4,2.4,2.3,2.8,1.7,1.1,1.7,2.9,0.2,1.4,2.6,0.5,2.2,0.7,1.2,4.3,0.6,0.9,0.6,0.9,0.5,0.2
"may21",142,3.2,2.5,2.8,2.3,2.4,2.5,1.5,1.6,3.3,2.1,2.5,1.4,2.8,0.5,0.6,2.2,1.4,1.8,0.3,1.5,1.2,0.8,1.2,0.5,0.5,0.7,0.3,1,4.4,1,0.6,1,0.3,0.2,0.4
"may22",143,3.5,4.2,3,2.7,4.3,3.9,1.7,2.3,3.8,2.9,1.8,1.1,1.6,1.1,1,3.4,3.1,0.4,0.7,1.4,1,1.9,0.5,0.9,0.5,2,1.4,1.6,5.2,1,0.7,1.1,1,0.2,0.5
"may23",144,4.1,6.1,4.3,3.1,3.3,2.7,1.9,1.8,2.2,3.1,3.3,1,2.1,1.1,1,2.4,2.6,0.9,1.1,1.6,0.9,1.1,1.2,2.4,1.3,2,0.8,2.8,4.8,0.5,0.7,0.4,1,0.3,0.2
"may24",145,3.5,3.5,3.3,2.2,4.3,2.3,1.1,1.8,1.9,2.5,2.7,1.3,1.8,1.2,1.6,5.7,2.5,1.1,1.1,1.8,2,0.9,2.9,3.3,2,2.3,1.6,1.7,5.3,1,0.7,0.7,0.6,0.5,0.4
"may25",146,3.9,3,2.2,1.7,4.3,3.9,3.3,4.1,3.2,2.5,4,1.3,2,2.3,3.8,1.5,3,1.8,1.6,2.3,1.1,0.8,2.1,2.7,1.6,1.2,1,1.7,6.1,0.2,1,0.7,0.6,0.5,0.3
"may26",147,1.3,3.6,5.1,3.5,4.4,4.2,2.8,1.9,2,4.4,3.7,3.7,3,3.1,3.3,1.8,2.2,0.5,0.9,1.7,2.8,1.8,1.7,2.5,1.1,3,1.2,2.2,3.2,0.2,1.1,0.8,0.8,0.6,0.2
"may27",148,0.6,2.2,3.4,3,1.8,4.6,1.9,1.9,2,2.5,3.6,2,1.9,1.3,2,2.7,1.2,0.4,0.2,0.9,1.4,0.6,1.2,2.1,1,1.6,1.1,1,3.8,0.5,1.4,0.9,0.7,2,0.4
"may28",149,4.2,4.2,3.2,4,3.3,2.2,3.1,1.8,2.4,2.6,2.2,1.8,2.8,2.8,2.2,1.7,1.3,1.6,1.1,3.1,2,0.5,2.3,1.1,1,2.1,1.1,1.3,3.8,0.4,0.5,0.7,0.4,2,0.1
"may29",150,4.6,0.8,1.5,2.1,2.2,3.2,1.5,1.7,1.5,3.6,2.6,1.4,2.5,2.1,1.1,2.9,1.7,1.5,1.5,1.3,1.1,0.6,1.2,2.8,1.3,2.3,1.6,2.5,2.1,1.2,0.8,0.4,0.3,1.2,0.4
"may30",151,2.3,3.6,2,3.7,4.5,5.2,1.5,4.8,3.5,3,4.4,2.2,2.8,1.1,3.3,1.3,2.2,1.6,1.1,2.6,2,0.7,1.6,2.9,0.3,1.6,0.6,2,3.8,1.1,1.5,0.7,0.7,0.7,0.5
"may31",152,3.3,1.9,2.3,1.7,2.7,2.9,1.4,2.9,3.4,5.2,4.7,3.2,3.8,2.8,3.5,4,2.6,0.7,0.6,1.4,2.4,0.6,2.5,1.5,0.8,2.8,2,2.5,6.4,0.7,1.4,0.4,0.6,0.7,0.3
"jun01",153,3.2,3.4,2.6,3.6,3.2,4.5,2.4,3.4,3.3,3.5,4,2.5,2.4,2.3,3.1,3.5,1.6,2.2,1.8,0.8,2.1,0.8,1.3,2.3,0.5,1.8,1.1,1.6,5,0.9,1.3,1.2,1.2,0.7,0.4
"jun02",154,3.8,3.5,4.1,2.5,4,4.7,3.4,6.4,4.6,3.6,2.6,1.6,1,1.3,1.8,1.7,2.3,1.5,1.2,1.5,1,0.8,1,1.3,0.7,1.1,0.9,1.6,7.2,1,1.1,1.6,1.2,0.8,0.2
"jun03",155,3.3,2.9,1.9,1.9,2.1,2.5,2.9,1.9,2.2,1.4,1.9,1.1,0.9,1.8,2.6,1.8,2.9,2.2,1.3,2.6,1.5,0.9,3.2,1.2,0.6,1.7,1.2,1.6,5.3,0.5,0.8,0.9,1.1,0.7,0.2
"jun04",156,3.2,3,3.9,3.3,1.7,2,2.2,2.2,3.1,1.3,2.3,1.9,1.1,0.6,1,1.5,2.5,1.5,0.8,2.7,4,1,1.7,1.5,1.3,2.7,1.5,2.4,4.3,1,0.7,0.4,1.3,0.6,0.2
"jun05",157,1.9,1.6,2.1,2.3,1.8,1.9,1.3,2.7,2.4,2.6,2.1,1.8,1.6,1.9,2.7,2.5,1.3,1.7,1.6,0.9,2.8,0.7,1.8,2.4,0.6,0.7,0.4,2,3.4,0.9,0.8,0.5,0.9,0.8,0.1
"jun06",158,2.6,5.5,5.1,8.2,5.2,3.5,0.6,2.6,2.8,2.7,3.9,3.6,3,2.6,2.5,3.4,3.5,0.6,1.3,2.8,2.6,0.4,1.4,3.2,1.2,2,1,2.7,3.3,0.2,1.2,0.7,1.9,0.9,0.1
"jun07",159,5.6,3,4.4,2,3.2,4.2,2.2,4,2.8,3.1,3.3,2.3,2,3.4,2.1,3.4,2.6,3.6,2.2,0.7,3.4,1.4,1.5,2.4,1.9,0.8,0.9,1.2,2.3,1.6,1.1,0.3,1.6,0.6,0.5
"jun08",160,3.3,5.2,3.8,4.5,3,2.8,2.5,2.6,2.9,2.6,2.9,3.7,2.2,1.6,2.1,3.6,2.6,1.1,1.2,1.6,1,1.5,3.3,3.3,0.7,1.5,1.7,1.4,2.4,0.3,1.3,1.1,1.2,0.2,0.4
"jun09",161,6.3,2.9,3.6,2.4,3.8,2.3,2.8,2.9,2.1,2.4,3.5,2.2,1.7,2.1,3.4,2.7,1.5,1.7,1.1,1.1,2.9,2.8,2.6,3.1,1.1,2.1,0.9,2.9,5.2,0.6,1.1,0.3,1.2,0.6,0.5
"jun10",162,3.3,4,1.7,2.3,4.7,3.8,1.5,3.5,3.9,4.8,5.8,4.1,1.7,2.9,1.4,3.9,2.4,1.3,1.1,2.7,3.4,0.7,1.8,2.4,0.6,2.4,1.6,3.9,3.2,1.4,1.3,0.9,0.6,0.7,0.5
"jun11",163,3.4,1.1,3.3,3.3,3,2,0.9,1.4,3.7,2.8,3.5,2.2,3.4,1.3,4,2.6,2.4,2.5,1.7,1.7,2.8,0.9,2.6,1.5,0.8,1.4,0.5,3.5,5.7,1.1,1,0.1,1.5,0.2,0.3
"jun12",164,3,1.3,1.8,1.5,1.6,2.6,2.1,2.3,2.4,4.5,2.5,2.4,2.3,1.5,1.7,3.3,4.9,2.8,1.7,5.5,1.2,1.2,1.5,2.6,1.3,1.9,0.7,2.1,4.3,1.1,0.8,1.2,0.6,0.3,0.6
"jun13",165,1.8,4.4,1.6,4.6,2.8,2.2,3.9,2.6,2.7,3.9,3.2,1.9,2.5,2.3,2,2.9,3.1,2.6,1.2,3.6,3.2,1.7,1.8,5.2,1.7,2.5,1.1,1.6,2.5,0.4,1,0.1,0.7,0.4,0.5
"jun14",166,3.2,4.3,3,3.2,3.2,2.5,1.9,2.1,1.4,2.6,1.3,2.1,0.7,0.8,1.5,3.8,2.1,1.2,1.7,2,1.4,1.6,2.4,3,0.8,1.3,0.7,1.9,2.3,1.1,2.2,0.3,1.3,0.5,0.8
"jun15",167,1.9,1.2,3.6,0.7,3.3,2.1,1.4,1.8,1.7,2.2,2.4,1.9,3.9,2.8,3.7,3,1.5,1,0.7,1.5,1,1,2.9,3.2,0.8,2.2,0.8,3.1,3,0.7,2.5,0.7,1,0.7,0.2
"jun16",168,3.8,2.3,2.2,3.7,2.4,2.9,3.4,1.9,2.4,7.7,3.6,4.5,4.5,1.1,1.8,1.9,3.5,1.4,1.1,1.6,1.6,2,2.4,2.8,1.3,2.5,1.4,1.8,2.1,0.9,1.5,1,0.2,0.4,0.4
"jun17",169,3.1,5.2,5.1,3,3.4,2.8,2.5,2.4,1.6,2.5,4.2,2.7,3.4,2.6,5,3.6,3.1,2.7,1.4,0.8,2.2,1.1,2.4,3,0.5,1.3,0.3,2.9,4.2,0.9,1.8,0.8,0.9,0.8,0.5
"jun18",170,4.1,2.3,0.7,3.9,2.6,2.2,2.9,2.3,4.5,5,5,4.7,3.1,2,2.4,2.8,3.9,0.8,2.1,1.4,1.7,1.6,1.8,1.6,0.4,2.3,1.1,2.1,3.1,0.8,2,0.4,1.9,0.7,0.3
"jun19",171,2.1,2.2,1.4,3.3,2.2,2,2.5,2.9,2.7,3.8,4.7,4.3,1.8,4.7,3.3,2.6,2.8,1.2,1.2,2.2,1.4,0.3,3.2,2.2,1.5,0.8,0.4,2.4,3.9,0.7,0.6,1,1,0.6,0.3
"jun20",172,4,2.4,3.8,2.9,1.5,1.5,2.4,2,3.8,2.9,3.5,2.4,1.9,1,1,2,3.2,0.7,1.9,1.1,1.2,1.1,2,3.6,1.1,0.9,0.9,1.6,3.4,1.4,0.7,1.3,1.8,0.8,1
"jun21",173,2.2,4.4,3.5,2.3,4.1,5.1,1.5,6.2,5.4,5.6,4.8,4.4,3.7,4,5,1.8,3.5,0.6,1.4,1.5,1.3,0.8,1.6,2.5,0.5,1.2,0.4,1.2,5.3,1.3,1.9,0.3,0.8,0.4,0.2
"jun22",174,3.2,3.9,2.8,1.8,4.8,4.3,1.9,4.6,3.9,4,2.7,2.5,5.2,4.4,2.7,1.6,3.4,2.2,1.2,2.4,2.3,0.3,2.7,2.7,1.4,1.3,0.9,1.1,4.5,1.8,1,1.5,0.9,1.9,0.1
"jun23",175,1.6,2.2,1.7,2,4.4,3,3.5,2.6,3.6,2.9,3,2.1,3.6,2,2.9,2.3,1.1,3.6,3.1,2,2.3,2.7,2.9,3,0.8,0.9,1,1.8,4.2,0.8,2.5,0.7,0.8,1.2,0.3
"jun24",176,3.4,1.4,2.2,3.4,3,2.1,2.8,4.2,4,5.5,5.2,3.3,3.4,3,3.6,2,2.5,4,0.7,3.2,5.2,1.2,4.4,2.8,0.9,1.4,1.3,1.5,3.4,1.4,2.1,0.3,1.2,0.6,0.3
"jun25",177,3,4.8,2.2,2.6,4.4,3.9,1.8,2.8,3.1,4.5,4.3,4.1,3.9,3.3,3.8,3.7,4.7,3.6,1,9.3,1.3,1,2.8,3,0.4,1,1,2.2,4.7,1.1,2.2,1,1.6,0.6,0.2
"jun26",178,2.3,3.5,3.4,5.9,1.5,3.6,1.1,1.9,2.1,1.7,3.3,1,2,1.7,2.3,3.4,3.5,3.9,1.3,3.2,3.6,1.5,5.4,1.7,0.9,2.3,0.9,3.5,3.6,1.5,1.6,1,2.1,0.6,0.6
"jun27",179,1.8,3.1,4.3,2.4,1.1,3.8,3.6,1.1,2.1,6.7,3.9,4.1,3.8,2,3.7,2.4,4.3,2.4,2.1,1.8,2.4,2.8,5,2.5,1.2,1.6,0.7,4.1,3.7,1.7,0.8,0.8,1.9,1.2,0.8
"jun28",180,2.9,3.2,3.9,3,2.7,1.9,2.3,3.7,2.8,3.9,1.2,1.3,1.3,1.6,4.9,3.2,2.1,3.7,1.1,2.1,1.5,1.7,2.7,2.3,0.8,1.4,1,3.1,2.8,1.9,1.3,1.4,1.6,1.3,0.6
"jun29",181,4.5,2.5,1.9,2,2.9,3.4,3.3,3.5,4.2,4.3,2.7,3.5,2.6,4,2.8,3.6,1.5,2.1,2.2,2.4,3.8,1.2,2.6,7.1,2.6,3.3,1,1.5,6.3,1.3,0.7,0.7,0.6,1,0.7
